product_id,skin_tone,hydration_mean,hydration_count,breakouts_irritation_mean,breakouts_irritation_count,scent_mean,scent_count,packaging_mean,packaging_count,price_value_mean,price_value_count,texture_application_mean,texture_application_count,hydration_overall,breakouts_irritation_overall,scent_overall,packaging_overall,price_value_overall,texture_application_overall,hydration_delta,breakouts_irritation_delta,scent_delta,packaging_delta,price_value_delta,texture_application_delta,product_name,low_confidence,flagged,breakouts_flagged
P379907,fair,0.2866606116294861,1,0.6593322157859802,1,,0,0.07584184408187866,1,,0,0.8624969124794006,1,0.7573259458968452,0.781941776474317,0.8748292426268259,0.5820998616516591,0.775705374777317,0.8366759563796222,-0.4706653342673591,-0.12260956068833673,,-0.5062580175697804,,0.025820956099778414,Advanced Anti-Aging Repairing Oil,True,True,False
P379907,light,0.9680201262235641,4,0.9928481578826904,1,,0,0.8952011466026306,2,0.013422973453998566,1,,0,0.7573259458968452,0.781941776474317,0.8748292426268259,0.5820998616516591,0.775705374777317,0.8366759563796222,0.21069418032671894,0.21090638140837348,,0.31310128495097156,-0.7622824013233185,,Advanced Anti-Aging Repairing Oil,True,True,True
P379907,lightMedium,0.6857216885047299,7,0.7598675712943077,4,,0,,0,0.9753819108009338,2,0.7705382816493511,5,0.7573259458968452,0.781941776474317,0.8748292426268259,0.5820998616516591,0.775705374777317,0.8366759563796222,-0.07160425739211529,-0.022074205180009243,,,0.1996765360236168,-0.0661376747302711,Advanced Anti-Aging Repairing Oil,True,True,False
P379907,medium,0.7331828686098257,4,,0,0.8182744830846786,2,0.049857232719659805,1,0.9571700394153595,2,0.9891096651554108,2,0.7573259458968452,0.781941776474317,0.8748292426268259,0.5820998616516591,0.775705374777317,0.8366759563796222,-0.024143077287019477,,-0.05655475954214728,-0.5322426289319993,0.18146466463804245,0.15243370877578855,Advanced Anti-Aging Repairing Oil,True,True,False
P379907,mediumTan,0.9830166697502136,1,,0,0.9879387617111206,1,0.9943979382514954,1,,0,,0,0.7573259458968452,0.781941776474317,0.8748292426268259,0.5820998616516591,0.775705374777317,0.8366759563796222,0.2256907238533684,,0.11310951908429467,0.4122980765998363,,,Advanced Anti-Aging Repairing Oil,True,True,False
P380027,fair,0.6049034761817893,8,0.5451679673537405,6,0.9915394186973572,1,,0,0.614804232493043,3,0.5056624542921782,2,0.6352029004146492,0.6029648028540975,0.8898749252160391,0.43994418034950894,0.5726769923542937,0.5809907887596637,-0.030299424232859917,-0.05779683550035697,0.10166449348131812,,0.042127240138749245,-0.07532833446748555,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,True,False,False
P380027,fairLight,0.18007498793303967,1,,0,,0,0.9831064939498901,1,0.5890753269195557,1,,0,0.6352029004146492,0.6029648028540975,0.8898749252160391,0.43994418034950894,0.5726769923542937,0.5809907887596637,-0.45512791248160955,,,0.5431623136003811,0.016398334565261963,,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,True,True,False
P380027,light,0.9890001515547434,3,0.9871460050344467,4,0.9919724663098654,3,,0,0.09218700975179672,1,0.4523882671492174,2,0.6352029004146492,0.6029648028540975,0.8898749252160391,0.43994418034950894,0.5726769923542937,0.5809907887596637,0.3537972511400942,0.38418120218034923,0.1020975410938263,,-0.480489982602497,-0.12860252161044627,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,True,True,True
P380027,lightMedium,0.760865990864113,5,0.360504150390625,1,0.9867581725120544,2,0.10536321252584457,1,,0,0.9888525009155273,1,0.6352029004146492,0.6029648028540975,0.8898749252160391,0.43994418034950894,0.5726769923542937,0.5809907887596637,0.12566309044946378,-0.24246065246347248,0.09688324729601538,-0.33458096782366437,,0.40786171215586364,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,True,True,True
P380027,medium,0.13911095075309277,2,0.23136283457279205,1,,0,0.23136283457279205,1,,0,,0,0.6352029004146492,0.6029648028540975,0.8898749252160391,0.43994418034950894,0.5726769923542937,0.5809907887596637,-0.49609194966155645,-0.37160196828130543,,-0.2085813457767169,,,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,True,True,True
P380027,mediumTan,,0,,0,0.875413566827774,2,,0,0.9103869199752808,1,,0,0.6352029004146492,0.6029648028540975,0.8898749252160391,0.43994418034950894,0.5726769923542937,0.5809907887596637,,,-0.014461358388265011,,0.33770992762098706,,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,True,True,False
P380027,tan,,0,0.0270836278796196,1,0.3170740306377411,1,,0,,0,,0,0.6352029004146492,0.6029648028540975,0.8898749252160391,0.43994418034950894,0.5726769923542937,0.5809907887596637,,-0.5758811749744779,-0.572800894578298,,,,Perfectly Clean Multi-Action Foam Cleanser/Purifying Mask,True,True,True
P382204,deep,,0,,0,,0,,0,,0,,0,0.7427885687321736,0.7375619669101157,0.668408147453402,0.720289122662507,0.602079314953538,0.7110979363846127,,,,,,,Cucumber Gel Mask Extreme Detoxifying Hydrator,True,False,False
P382204,fair,0.7566026178602543,36,0.7491287708040233,33,0.6687584463506937,3,0.9850642085075378,1,0.8220836098771542,6,0.9902776877085367,3,0.7427885687321736,0.7375619669101157,0.668408147453402,0.720289122662507,0.602079314953538,0.7110979363846127,0.013814049128080708,0.011566803893907629,0.00035029889729165653,0.26477508584503084,0.22000429492361628,0.27917975132392403,Cucumber Gel Mask Extreme Detoxifying Hydrator,True,True,False
P382204,fairLight,0.7457899148964013,11,0.9628560940424601,8,0.8654422760009766,1,0.6754626035690308,1,0.07981438934803009,3,0.018581034266389906,1,0.7427885687321736,0.7375619669101157,0.668408147453402,0.720289122662507,0.602079314953538,0.7110979363846127,0.0030013461642277584,0.22529412713234442,0.19703412854757452,-0.044826519093476236,-0.5222649256055079,-0.6925169021182228,Cucumber Gel Mask Extreme Detoxifying Hydrator,True,True,True
P382204,light,0.6923159212051865,36,0.6502399696505117,34,0.5702439658343792,5,0.39566319280614454,3,0.4974246702801723,13,0.836168091066859,11,0.7427885687321736,0.7375619669101157,0.668408147453402,0.720289122662507,0.602079314953538,0.7110979363846127,-0.0504726475269871,-0.08732199725960399,-0.09816418161902285,-0.32462592985636246,-0.10465464467336566,0.12507015468224625,Cucumber Gel Mask Extreme Detoxifying Hydrator,True,True,False
